year,age_group,birthplace,tb_count,region_name
2016,15 to 44,Non-UK born,98.0,South West
2016,15 to 44,UK born,31.0,South West
2016,15 to 44,All places of birth,129.0,South West
2016,45 to 64,Non-UK born,27.0,South West
2016,45 to 64,UK born,26.0,South West
2016,45 to 64,All places of birth,53.0,South West
2016,65 and older,Non-UK born,12.0,South West
2016,65 and older,UK born,36.0,South West
2016,65 and older,All places of birth,48.0,South West
2017,0 to 14,Non-UK born,2.0,South West
2017,0 to 14,UK born,8.0,South West
2017,0 to 14,All places of birth,10.0,South West
2017,15 to 44,Non-UK born,79.0,South West
2017,15 to 44,UK born,31.0,South West
2017,15 to 44,All places of birth,110.0,South West
2017,45 to 64,Non-UK born,25.0,South West
2017,45 to 64,UK born,34.0,South West
2017,45 to 64,All places of birth,59.0,South West
2017,65 and older,Non-UK born,11.0,South West
2017,65 and older,UK born,32.0,South West
2017,65 and older,All places of birth,43.0,South West
2018,0 to 14,Non-UK born,2.0,South West
2018,0 to 14,UK born,8.0,South West
2018,0 to 14,All places of birth,10.0,South West
2018,15 to 44,Non-UK born,66.0,South West
2018,15 to 44,UK born,27.0,South West
2018,15 to 44,All places of birth,93.0,South West
2018,45 to 64,Non-UK born,21.0,South West
2018,45 to 64,UK born,25.0,South West
2018,45 to 64,All places of birth,46.0,South West
2018,65 and older,Non-UK born,4.0,South West
2018,65 and older,UK born,34.0,South West
2018,65 and older,All places of birth,38.0,South West
2019,0 to 14,Non-UK born,1.0,South West
2019,0 to 14,UK born,8.0,South West
2019,0 to 14,All places of birth,9.0,South West
2019,15 to 44,Non-UK born,86.0,South West
2019,15 to 44,UK born,30.0,South West
2019,15 to 44,All places of birth,116.0,South West
2019,45 to 64,Non-UK born,32.0,South West
2019,45 to 64,UK born,28.0,South West
2019,45 to 64,All places of birth,60.0,South West
2019,65 and older,Non-UK born,8.0,South West
2019,65 and older,UK born,36.0,South West
2019,65 and older,All places of birth,44.0,South West
2020,0 to 14,Non-UK born,0.0,South West
2020,0 to 14,UK born,5.0,South West
2020,0 to 14,All places of birth,5.0,South West
2020,15 to 44,Non-UK born,72.0,South West
2020,15 to 44,UK born,21.0,South West
2020,15 to 44,All places of birth,93.0,South West
2020,45 to 64,Non-UK born,22.0,South West
2020,45 to 64,UK born,21.0,South West
2020,45 to 64,All places of birth,43.0,South West
2020,65 and older,Non-UK born,6.0,South West
2020,65 and older,UK born,18.0,South West
2020,65 and older,All places of birth,24.0,South West
2021,0 to 14,Non-UK born,1.0,South West
2021,0 to 14,UK born,7.0,South West
2021,0 to 14,All places of birth,8.0,South West
2021,15 to 44,Non-UK born,64.0,South West
2021,15 to 44,UK born,21.0,South West
2021,15 to 44,All places of birth,85.0,South West
2021,45 to 64,Non-UK born,29.0,South West
2021,45 to 64,UK born,15.0,South West
2021,45 to 64,All places of birth,44.0,South West
2021,65 and older,Non-UK born,4.0,South West
2021,65 and older,UK born,18.0,South West
2021,65 and older,All places of birth,22.0,South West
2022,0 to 14,Non-UK born,0.0,South West
2022,0 to 14,UK born,1.0,South West
2022,0 to 14,All places of birth,1.0,South West
2022,15 to 44,Non-UK born,73.0,South West
2022,15 to 44,UK born,17.0,South West
2022,15 to 44,All places of birth,90.0,South West
2022,45 to 64,Non-UK born,34.0,South West
2022,45 to 64,UK born,11.0,South West
2022,45 to 64,All places of birth,45.0,South West
2022,65 and older,Non-UK born,11.0,South West
2022,65 and older,UK born,14.0,South West
2022,65 and older,All places of birth,25.0,South West
2023,0 to 14,Non-UK born,3.0,South West
2023,0 to 14,UK born,3.0,South West
2023,0 to 14,All places of birth,6.0,South West
2023,15 to 44,Non-UK born,106.0,South West
2023,15 to 44,UK born,20.0,South West
2023,15 to 44,All places of birth,126.0,South West
2023,45 to 64,Non-UK born,36.0,South West
2023,45 to 64,UK born,12.0,South West
2023,45 to 64,All places of birth,48.0,South West
2023,65 and older,Non-UK born,12.0,South West
2023,65 and older,UK born,16.0,South West
2023,65 and older,All places of birth,28.0,South West
2024,0 to 14,Non-UK born,3.0,South West
2024,0 to 14,UK born,2.0,South West
2024,0 to 14,All places of birth,5.0,South West
2024,15 to 44,Non-UK born,126.0,South West
2024,15 to 44,UK born,17.0,South West
2024,15 to 44,All places of birth,143.0,South West
2024,45 to 64,Non-UK born,39.0,South West
2024,45 to 64,UK born,17.0,South West
2024,45 to 64,All places of birth,56.0,South West
2024,65 and older,Non-UK born,16.0,South West
2024,65 and older,UK born,25.0,South West
2024,65 and older,All places of birth,41.0,South West
2001,0 to 14,Non-UK born,14.0,West Midlands
2001,0 to 14,UK born,44.0,West Midlands
2001,0 to 14,All places of birth,58.0,West Midlands
2001,15 to 44,Non-UK born,179.0,West Midlands
2001,15 to 44,UK born,149.0,West Midlands
2001,15 to 44,All places of birth,328.0,West Midlands
2001,45 to 64,Non-UK born,94.0,West Midlands
2001,45 to 64,UK born,63.0,West Midlands
2001,45 to 64,All places of birth,157.0,West Midlands
2001,65 and older,Non-UK born,71.0,West Midlands
2001,65 and older,UK born,69.0,West Midlands
2001,65 and older,All places of birth,140.0,West Midlands
2002,0 to 14,Non-UK born,30.0,West Midlands
2002,0 to 14,UK born,44.0,West Midlands
2002,0 to 14,All places of birth,74.0,West Midlands
2002,15 to 44,Non-UK born,227.0,West Midlands
2002,15 to 44,UK born,147.0,West Midlands
2002,15 to 44,All places of birth,374.0,West Midlands
2002,45 to 64,Non-UK born,99.0,West Midlands
2002,45 to 64,UK born,44.0,West Midlands
2002,45 to 64,All places of birth,143.0,West Midlands
2002,65 and older,Non-UK born,92.0,West Midlands
2002,65 and older,UK born,65.0,West Midlands
2002,65 and older,All places of birth,157.0,West Midlands
2003,0 to 14,Non-UK born,17.0,West Midlands
2003,0 to 14,UK born,42.0,West Midlands
2003,0 to 14,All places of birth,59.0,West Midlands
2003,15 to 44,Non-UK born,247.0,West Midlands
2003,15 to 44,UK born,157.0,West Midlands
2003,15 to 44,All places of birth,404.0,West Midlands
2003,45 to 64,Non-UK born,96.0,West Midlands
2003,45 to 64,UK born,48.0,West Midlands
2003,45 to 64,All places of birth,144.0,West Midlands
2003,65 and older,Non-UK born,76.0,West Midlands
2003,65 and older,UK born,55.0,West Midlands
2003,65 and older,All places of birth,131.0,West Midlands
2004,0 to 14,Non-UK born,10.0,West Midlands
2004,0 to 14,UK born,59.0,West Midlands
2004,0 to 14,All places of birth,69.0,West Midlands
2004,15 to 44,Non-UK born,352.0,West Midlands
2004,15 to 44,UK born,151.0,West Midlands
2004,15 to 44,All places of birth,503.0,West Midlands
2004,45 to 64,Non-UK born,111.0,West Midlands
2004,45 to 64,UK born,56.0,West Midlands
2004,45 to 64,All places of birth,167.0,West Midlands
2004,65 and older,Non-UK born,78.0,West Midlands
2004,65 and older,UK born,55.0,West Midlands
2004,65 and older,All places of birth,133.0,West Midlands
2005,0 to 14,Non-UK born,8.0,West Midlands
2005,0 to 14,UK born,33.0,West Midlands
2005,0 to 14,All places of birth,41.0,West Midlands
2005,15 to 44,Non-UK born,359.0,West Midlands
2005,15 to 44,UK born,145.0,West Midlands
2005,15 to 44,All places of birth,504.0,West Midlands
2005,45 to 64,Non-UK born,134.0,West Midlands
2005,45 to 64,UK born,51.0,West Midlands
2005,45 to 64,All places of birth,185.0,West Midlands
2005,65 and older,Non-UK born,100.0,West Midlands
2005,65 and older,UK born,42.0,West Midlands
2005,65 and older,All places of birth,142.0,West Midlands
2006,0 to 14,Non-UK born,12.0,West Midlands
2006,0 to 14,UK born,30.0,West Midlands
2006,0 to 14,All places of birth,42.0,West Midlands
2006,15 to 44,Non-UK born,366.0,West Midlands
2006,15 to 44,UK born,144.0,West Midlands
2006,15 to 44,All places of birth,510.0,West Midlands
2006,45 to 64,Non-UK born,124.0,West Midlands
2006,45 to 64,UK born,59.0,West Midlands
2006,45 to 64,All places of birth,183.0,West Midlands
2006,65 and older,Non-UK born,78.0,West Midlands
2006,65 and older,UK born,49.0,West Midlands
2006,65 and older,All places of birth,127.0,West Midlands
2007,0 to 14,Non-UK born,12.0,West Midlands
2007,0 to 14,UK born,53.0,West Midlands
2007,0 to 14,All places of birth,65.0,West Midlands
2007,15 to 44,Non-UK born,327.0,West Midlands
2007,15 to 44,UK born,157.0,West Midlands
2007,15 to 44,All places of birth,484.0,West Midlands
2007,45 to 64,Non-UK born,106.0,West Midlands
2007,45 to 64,UK born,32.0,West Midlands
2007,45 to 64,All places of birth,138.0,West Midlands
2007,65 and older,Non-UK born,88.0,West Midlands
2007,65 and older,UK born,35.0,West Midlands
2007,65 and older,All places of birth,123.0,West Midlands
2008,0 to 14,Non-UK born,15.0,West Midlands
2008,0 to 14,UK born,52.0,West Midlands
2008,0 to 14,All places of birth,67.0,West Midlands
2008,15 to 44,Non-UK born,377.0,West Midlands
2008,15 to 44,UK born,197.0,West Midlands
2008,15 to 44,All places of birth,574.0,West Midlands
2008,45 to 64,Non-UK born,112.0,West Midlands
2008,45 to 64,UK born,47.0,West Midlands
2008,45 to 64,All places of birth,159.0,West Midlands
2008,65 and older,Non-UK born,95.0,West Midlands
2008,65 and older,UK born,54.0,West Midlands
2008,65 and older,All places of birth,149.0,West Midlands
2009,0 to 14,Non-UK born,17.0,West Midlands
2009,0 to 14,UK born,49.0,West Midlands
2009,0 to 14,All places of birth,66.0,West Midlands
2009,15 to 44,Non-UK born,375.0,West Midlands
2009,15 to 44,UK born,167.0,West Midlands
2009,15 to 44,All places of birth,542.0,West Midlands
2009,45 to 64,Non-UK born,147.0,West Midlands
2009,45 to 64,UK born,56.0,West Midlands
2009,45 to 64,All places of birth,203.0,West Midlands
2009,65 and older,Non-UK born,99.0,West Midlands
2009,65 and older,UK born,45.0,West Midlands
2009,65 and older,All places of birth,144.0,West Midlands
2010,0 to 14,Non-UK born,10.0,West Midlands
2010,0 to 14,UK born,24.0,West Midlands
2010,0 to 14,All places of birth,34.0,West Midlands
2010,15 to 44,Non-UK born,323.0,West Midlands
2010,15 to 44,UK born,139.0,West Midlands
2010,15 to 44,All places of birth,462.0,West Midlands
2010,45 to 64,Non-UK born,127.0,West Midlands
2010,45 to 64,UK born,57.0,West Midlands
2010,45 to 64,All places of birth,184.0,West Midlands
2010,65 and older,Non-UK born,99.0,West Midlands
2010,65 and older,UK born,63.0,West Midlands
2010,65 and older,All places of birth,162.0,West Midlands
2011,0 to 14,Non-UK born,13.0,West Midlands
2011,0 to 14,UK born,32.0,West Midlands
2011,0 to 14,All places of birth,45.0,West Midlands
2011,15 to 44,Non-UK born,389.0,West Midlands
2011,15 to 44,UK born,161.0,West Midlands
2011,15 to 44,All places of birth,550.0,West Midlands
2011,45 to 64,Non-UK born,157.0,West Midlands
2011,45 to 64,UK born,58.0,West Midlands
2011,45 to 64,All places of birth,215.0,West Midlands
2011,65 and older,Non-UK born,106.0,West Midlands
2011,65 and older,UK born,65.0,West Midlands
2011,65 and older,All places of birth,171.0,West Midlands
2012,0 to 14,Non-UK born,16.0,West Midlands
2012,0 to 14,UK born,36.0,West Midlands
2012,0 to 14,All places of birth,52.0,West Midlands
2012,15 to 44,Non-UK born,437.0,West Midlands
2012,15 to 44,UK born,159.0,West Midlands
2012,15 to 44,All places of birth,596.0,West Midlands
2012,45 to 64,Non-UK born,152.0,West Midlands
2012,45 to 64,UK born,85.0,West Midlands
2012,45 to 64,All places of birth,237.0,West Midlands
2012,65 and older,Non-UK born,98.0,West Midlands
2012,65 and older,UK born,55.0,West Midlands
2012,65 and older,All places of birth,153.0,West Midlands
2013,0 to 14,Non-UK born,8.0,West Midlands
2013,0 to 14,UK born,25.0,West Midlands
2013,0 to 14,All places of birth,33.0,West Midlands
2013,15 to 44,Non-UK born,396.0,West Midlands
2013,15 to 44,UK born,140.0,West Midlands
2013,15 to 44,All places of birth,536.0,West Midlands
2013,45 to 64,Non-UK born,155.0,West Midlands
2013,45 to 64,UK born,85.0,West Midlands
2013,45 to 64,All places of birth,240.0,West Midlands
2013,65 and older,Non-UK born,84.0,West Midlands
2013,65 and older,UK born,63.0,West Midlands
2013,65 and older,All places of birth,147.0,West Midlands
2014,0 to 14,Non-UK born,4.0,West Midlands
2014,0 to 14,UK born,22.0,West Midlands
2014,0 to 14,All places of birth,26.0,West Midlands
2014,15 to 44,Non-UK born,278.0,West Midlands
2014,15 to 44,UK born,131.0,West Midlands
2014,15 to 44,All places of birth,409.0,West Midlands
2014,45 to 64,Non-UK born,126.0,West Midlands
2014,45 to 64,UK born,55.0,West Midlands
2014,45 to 64,All places of birth,181.0,West Midlands
2014,65 and older,Non-UK born,93.0,West Midlands
2014,65 and older,UK born,59.0,West Midlands
2014,65 and older,All places of birth,152.0,West Midlands
2015,0 to 14,Non-UK born,7.0,West Midlands
2015,0 to 14,UK born,22.0,West Midlands
2015,0 to 14,All places of birth,29.0,West Midlands
2015,15 to 44,Non-UK born,265.0,West Midlands
2015,15 to 44,UK born,111.0,West Midlands
2015,15 to 44,All places of birth,376.0,West Midlands
2015,45 to 64,Non-UK born,101.0,West Midlands
2015,45 to 64,UK born,66.0,West Midlands
2015,45 to 64,All places of birth,167.0,West Midlands
2015,65 and older,Non-UK born,68.0,West Midlands
2015,65 and older,UK born,54.0,West Midlands
2015,65 and older,All places of birth,122.0,West Midlands
2016,0 to 14,Non-UK born,4.0,West Midlands
2016,0 to 14,UK born,19.0,West Midlands
2016,0 to 14,All places of birth,23.0,West Midlands
2016,15 to 44,Non-UK born,287.0,West Midlands
2016,15 to 44,UK born,93.0,West Midlands
2016,15 to 44,All places of birth,380.0,West Midlands
2016,45 to 64,Non-UK born,114.0,West Midlands
2016,45 to 64,UK born,66.0,West Midlands
2016,45 to 64,All places of birth,180.0,West Midlands
2016,65 and older,Non-UK born,82.0,West Midlands
2016,65 and older,UK born,49.0,West Midlands
2016,65 and older,All places of birth,131.0,West Midlands
2017,0 to 14,Non-UK born,4.0,West Midlands
2017,0 to 14,UK born,21.0,West Midlands
2017,0 to 14,All places of birth,25.0,West Midlands
2017,15 to 44,Non-UK born,216.0,West Midlands
2017,15 to 44,UK born,114.0,West Midlands
2017,15 to 44,All places of birth,330.0,West Midlands
2017,45 to 64,Non-UK born,110.0,West Midlands
2017,45 to 64,UK born,66.0,West Midlands
2017,45 to 64,All places of birth,176.0,West Midlands
2017,65 and older,Non-UK born,80.0,West Midlands
2017,65 and older,UK born,43.0,West Midlands
2017,65 and older,All places of birth,123.0,West Midlands
2018,0 to 14,Non-UK born,2.0,West Midlands
2018,0 to 14,UK born,17.0,West Midlands
2018,0 to 14,All places of birth,19.0,West Midlands
2018,15 to 44,Non-UK born,224.0,West Midlands
2018,15 to 44,UK born,110.0,West Midlands
2018,15 to 44,All places of birth,334.0,West Midlands
2018,45 to 64,Non-UK born,91.0,West Midlands
2018,45 to 64,UK born,61.0,West Midlands
2018,45 to 64,All places of birth,152.0,West Midlands
2018,65 and older,Non-UK born,72.0,West Midlands
2018,65 and older,UK born,33.0,West Midlands
2018,65 and older,All places of birth,105.0,West Midlands
2019,0 to 14,Non-UK born,8.0,West Midlands
2019,0 to 14,UK born,19.0,West Midlands
2019,0 to 14,All places of birth,27.0,West Midlands
2019,15 to 44,Non-UK born,226.0,West Midlands
2019,15 to 44,UK born,78.0,West Midlands
2019,15 to 44,All places of birth,304.0,West Midlands
2019,45 to 64,Non-UK born,78.0,West Midlands
2019,45 to 64,UK born,70.0,West Midlands
2019,45 to 64,All places of birth,148.0,West Midlands
2019,65 and older,Non-UK born,62.0,West Midlands
2019,65 and older,UK born,33.0,West Midlands
2019,65 and older,All places of birth,95.0,West Midlands
2020,0 to 14,Non-UK born,7.0,West Midlands
2020,0 to 14,UK born,6.0,West Midlands
2020,0 to 14,All places of birth,13.0,West Midlands
2020,15 to 44,Non-UK born,208.0,West Midlands
2020,15 to 44,UK born,74.0,West Midlands
2020,15 to 44,All places of birth,282.0,West Midlands
2020,45 to 64,Non-UK born,98.0,West Midlands
2020,45 to 64,UK born,54.0,West Midlands
2020,45 to 64,All places of birth,152.0,West Midlands
2020,65 and older,Non-UK born,55.0,West Midlands
2020,65 and older,UK born,29.0,West Midlands
2020,65 and older,All places of birth,84.0,West Midlands
2021,0 to 14,Non-UK born,7.0,West Midlands
2021,0 to 14,UK born,14.0,West Midlands
2021,0 to 14,All places of birth,21.0,West Midlands
2021,15 to 44,Non-UK born,220.0,West Midlands
2021,15 to 44,UK born,83.0,West Midlands
2021,15 to 44,All places of birth,303.0,West Midlands
2021,45 to 64,Non-UK born,96.0,West Midlands
2021,45 to 64,UK born,58.0,West Midlands
2021,45 to 64,All places of birth,154.0,West Midlands
2021,65 and older,Non-UK born,54.0,West Midlands
2021,65 and older,UK born,26.0,West Midlands
2021,65 and older,All places of birth,80.0,West Midlands
2022,0 to 14,Non-UK born,5.0,West Midlands
2022,0 to 14,UK born,14.0,West Midlands
2022,0 to 14,All places of birth,19.0,West Midlands
2022,15 to 44,Non-UK born,220.0,West Midlands
2022,15 to 44,UK born,75.0,West Midlands
2022,15 to 44,All places of birth,295.0,West Midlands
2022,45 to 64,Non-UK born,82.0,West Midlands
2022,45 to 64,UK born,49.0,West Midlands
2022,45 to 64,All places of birth,131.0,West Midlands
2022,65 and older,Non-UK born,62.0,West Midlands
2022,65 and older,UK born,31.0,West Midlands
2022,65 and older,All places of birth,93.0,West Midlands
2023,0 to 14,Non-UK born,7.0,West Midlands
2023,0 to 14,UK born,12.0,West Midlands
2023,0 to 14,All places of birth,19.0,West Midlands
2023,15 to 44,Non-UK born,268.0,West Midlands
2023,15 to 44,UK born,65.0,West Midlands
2023,15 to 44,All places of birth,333.0,West Midlands
2023,45 to 64,Non-UK born,85.0,West Midlands
2023,45 to 64,UK born,45.0,West Midlands
2023,45 to 64,All places of birth,130.0,West Midlands
2023,65 and older,Non-UK born,65.0,West Midlands
2023,65 and older,UK born,30.0,West Midlands
2023,65 and older,All places of birth,95.0,West Midlands
2024,0 to 14,Non-UK born,10.0,West Midlands
2024,0 to 14,UK born,13.0,West Midlands
2024,0 to 14,All places of birth,23.0,West Midlands
2024,15 to 44,Non-UK born,355.0,West Midlands
2024,15 to 44,UK born,72.0,West Midlands
2024,15 to 44,All places of birth,427.0,West Midlands
2024,45 to 64,Non-UK born,98.0,West Midlands
2024,45 to 64,UK born,59.0,West Midlands
2024,45 to 64,All places of birth,157.0,West Midlands
2024,65 and older,Non-UK born,69.0,West Midlands
2024,65 and older,UK born,32.0,West Midlands
2024,65 and older,All places of birth,101.0,West Midlands
2001,0 to 14,Non-UK born,12.0,Yorkshire and the Humber
2001,0 to 14,UK born,46.0,Yorkshire and the Humber
2001,0 to 14,All places of birth,58.0,Yorkshire and the Humber
2001,15 to 44,Non-UK born,146.0,Yorkshire and the Humber
2001,15 to 44,UK born,81.0,Yorkshire and the Humber
2001,15 to 44,All places of birth,227.0,Yorkshire and the Humber
2001,45 to 64,Non-UK born,63.0,Yorkshire and the Humber
2001,45 to 64,UK born,54.0,Yorkshire and the Humber
2001,45 to 64,All places of birth,117.0,Yorkshire and the Humber
2001,65 and older,Non-UK born,47.0,Yorkshire and the Humber
2001,65 and older,UK born,64.0,Yorkshire and the Humber
2001,65 and older,All places of birth,111.0,Yorkshire and the Humber
2002,0 to 14,Non-UK born,11.0,Yorkshire and the Humber
2002,0 to 14,UK born,38.0,Yorkshire and the Humber
2002,0 to 14,All places of birth,49.0,Yorkshire and the Humber
2002,15 to 44,Non-UK born,143.0,Yorkshire and the Humber
2002,15 to 44,UK born,66.0,Yorkshire and the Humber
2002,15 to 44,All places of birth,209.0,Yorkshire and the Humber
2002,45 to 64,Non-UK born,61.0,Yorkshire and the Humber
2002,45 to 64,UK born,38.0,Yorkshire and the Humber
2002,45 to 64,All places of birth,99.0,Yorkshire and the Humber
2002,65 and older,Non-UK born,68.0,Yorkshire and the Humber
2002,65 and older,UK born,46.0,Yorkshire and the Humber
2002,65 and older,All places of birth,114.0,Yorkshire and the Humber
2003,0 to 14,Non-UK born,9.0,Yorkshire and the Humber
2003,0 to 14,UK born,23.0,Yorkshire and the Humber
2003,0 to 14,All places of birth,32.0,Yorkshire and the Humber
2003,15 to 44,Non-UK born,213.0,Yorkshire and the Humber
2003,15 to 44,UK born,81.0,Yorkshire and the Humber
2003,15 to 44,All places of birth,294.0,Yorkshire and the Humber
2003,45 to 64,Non-UK born,61.0,Yorkshire and the Humber
2003,45 to 64,UK born,42.0,Yorkshire and the Humber
2003,45 to 64,All places of birth,103.0,Yorkshire and the Humber
2003,65 and older,Non-UK born,51.0,Yorkshire and the Humber
2003,65 and older,UK born,55.0,Yorkshire and the Humber
2003,65 and older,All places of birth,106.0,Yorkshire and the Humber
2004,0 to 14,Non-UK born,10.0,Yorkshire and the Humber
2004,0 to 14,UK born,26.0,Yorkshire and the Humber
2004,0 to 14,All places of birth,36.0,Yorkshire and the Humber
2004,15 to 44,Non-UK born,211.0,Yorkshire and the Humber
2004,15 to 44,UK born,68.0,Yorkshire and the Humber
2004,15 to 44,All places of birth,279.0,Yorkshire and the Humber
2004,45 to 64,Non-UK born,55.0,Yorkshire and the Humber
2004,45 to 64,UK born,48.0,Yorkshire and the Humber
2004,45 to 64,All places of birth,103.0,Yorkshire and the Humber
2004,65 and older,Non-UK born,54.0,Yorkshire and the Humber
2004,65 and older,UK born,52.0,Yorkshire and the Humber
2004,65 and older,All places of birth,106.0,Yorkshire and the Humber
2005,0 to 14,Non-UK born,,Yorkshire and the Humber
2005,0 to 14,UK born,36.0,Yorkshire and the Humber
2005,0 to 14,All places of birth,40.0,Yorkshire and the Humber
2005,15 to 44,Non-UK born,233.0,Yorkshire and the Humber
2005,15 to 44,UK born,70.0,Yorkshire and the Humber
2005,15 to 44,All places of birth,303.0,Yorkshire and the Humber
2005,45 to 64,Non-UK born,54.0,Yorkshire and the Humber
2005,45 to 64,UK born,35.0,Yorkshire and the Humber
2005,45 to 64,All places of birth,89.0,Yorkshire and the Humber
2005,65 and older,Non-UK born,49.0,Yorkshire and the Humber
2005,65 and older,UK born,39.0,Yorkshire and the Humber
2005,65 and older,All places of birth,88.0,Yorkshire and the Humber
2006,0 to 14,Non-UK born,,Yorkshire and the Humber
2006,0 to 14,UK born,21.0,Yorkshire and the Humber
2006,0 to 14,All places of birth,25.0,Yorkshire and the Humber
2006,15 to 44,Non-UK born,274.0,Yorkshire and the Humber
2006,15 to 44,UK born,56.0,Yorkshire and the Humber
2006,15 to 44,All places of birth,330.0,Yorkshire and the Humber
2006,45 to 64,Non-UK born,71.0,Yorkshire and the Humber
2006,45 to 64,UK born,41.0,Yorkshire and the Humber
2006,45 to 64,All places of birth,112.0,Yorkshire and the Humber
2006,65 and older,Non-UK born,66.0,Yorkshire and the Humber
2006,65 and older,UK born,54.0,Yorkshire and the Humber
2006,65 and older,All places of birth,120.0,Yorkshire and the Humber
2007,0 to 14,Non-UK born,11.0,Yorkshire and the Humber
2007,0 to 14,UK born,23.0,Yorkshire and the Humber
2007,0 to 14,All places of birth,34.0,Yorkshire and the Humber
2007,15 to 44,Non-UK born,238.0,Yorkshire and the Humber
2007,15 to 44,UK born,85.0,Yorkshire and the Humber
2007,15 to 44,All places of birth,323.0,Yorkshire and the Humber
2007,45 to 64,Non-UK born,58.0,Yorkshire and the Humber
2007,45 to 64,UK born,29.0,Yorkshire and the Humber
2007,45 to 64,All places of birth,87.0,Yorkshire and the Humber
2007,65 and older,Non-UK born,49.0,Yorkshire and the Humber
2007,65 and older,UK born,42.0,Yorkshire and the Humber
2007,65 and older,All places of birth,91.0,Yorkshire and the Humber
2008,0 to 14,Non-UK born,10.0,Yorkshire and the Humber
2008,0 to 14,UK born,32.0,Yorkshire and the Humber
2008,0 to 14,All places of birth,42.0,Yorkshire and the Humber
2008,15 to 44,Non-UK born,269.0,Yorkshire and the Humber
2008,15 to 44,UK born,80.0,Yorkshire and the Humber
2008,15 to 44,All places of birth,349.0,Yorkshire and the Humber
2008,45 to 64,Non-UK born,79.0,Yorkshire and the Humber
2008,45 to 64,UK born,36.0,Yorkshire and the Humber
2008,45 to 64,All places of birth,115.0,Yorkshire and the Humber
2008,65 and older,Non-UK born,56.0,Yorkshire and the Humber
2008,65 and older,UK born,26.0,Yorkshire and the Humber
2008,65 and older,All places of birth,82.0,Yorkshire and the Humber
2009,0 to 14,Non-UK born,8.0,Yorkshire and the Humber
2009,0 to 14,UK born,29.0,Yorkshire and the Humber
2009,0 to 14,All places of birth,37.0,Yorkshire and the Humber
2009,15 to 44,Non-UK born,275.0,Yorkshire and the Humber
2009,15 to 44,UK born,97.0,Yorkshire and the Humber
2009,15 to 44,All places of birth,372.0,Yorkshire and the Humber
2009,45 to 64,Non-UK born,70.0,Yorkshire and the Humber
2009,45 to 64,UK born,40.0,Yorkshire and the Humber
2009,45 to 64,All places of birth,110.0,Yorkshire and the Humber
2009,65 and older,Non-UK born,53.0,Yorkshire and the Humber
2009,65 and older,UK born,46.0,Yorkshire and the Humber
2009,65 and older,All places of birth,99.0,Yorkshire and the Humber
2010,0 to 14,Non-UK born,8.0,Yorkshire and the Humber
2010,0 to 14,UK born,24.0,Yorkshire and the Humber
2010,0 to 14,All places of birth,32.0,Yorkshire and the Humber
2010,15 to 44,Non-UK born,218.0,Yorkshire and the Humber
2010,15 to 44,UK born,77.0,Yorkshire and the Humber
2010,15 to 44,All places of birth,295.0,Yorkshire and the Humber
2010,45 to 64,Non-UK born,84.0,Yorkshire and the Humber
2010,45 to 64,UK born,49.0,Yorkshire and the Humber
2010,45 to 64,All places of birth,133.0,Yorkshire and the Humber
2010,65 and older,Non-UK born,56.0,Yorkshire and the Humber
2010,65 and older,UK born,40.0,Yorkshire and the Humber
2010,65 and older,All places of birth,96.0,Yorkshire and the Humber
2011,0 to 14,Non-UK born,22.0,Yorkshire and the Humber
2011,0 to 14,UK born,37.0,Yorkshire and the Humber
2011,0 to 14,All places of birth,59.0,Yorkshire and the Humber
2011,15 to 44,Non-UK born,229.0,Yorkshire and the Humber
2011,15 to 44,UK born,105.0,Yorkshire and the Humber
2011,15 to 44,All places of birth,334.0,Yorkshire and the Humber
2011,45 to 64,Non-UK born,80.0,Yorkshire and the Humber
2011,45 to 64,UK born,40.0,Yorkshire and the Humber
2011,45 to 64,All places of birth,120.0,Yorkshire and the Humber
2011,65 and older,Non-UK born,58.0,Yorkshire and the Humber
2011,65 and older,UK born,39.0,Yorkshire and the Humber
2011,65 and older,All places of birth,97.0,Yorkshire and the Humber
2012,0 to 14,Non-UK born,17.0,Yorkshire and the Humber
2012,0 to 14,UK born,25.0,Yorkshire and the Humber
2012,0 to 14,All places of birth,42.0,Yorkshire and the Humber
2012,15 to 44,Non-UK born,211.0,Yorkshire and the Humber
2012,15 to 44,UK born,95.0,Yorkshire and the Humber
2012,15 to 44,All places of birth,306.0,Yorkshire and the Humber
2012,45 to 64,Non-UK born,73.0,Yorkshire and the Humber
2012,45 to 64,UK born,37.0,Yorkshire and the Humber
2012,45 to 64,All places of birth,110.0,Yorkshire and the Humber
2012,65 and older,Non-UK born,53.0,Yorkshire and the Humber
2012,65 and older,UK born,32.0,Yorkshire and the Humber
2012,65 and older,All places of birth,85.0,Yorkshire and the Humber
2013,0 to 14,Non-UK born,22.0,Yorkshire and the Humber
2013,0 to 14,UK born,24.0,Yorkshire and the Humber
2013,0 to 14,All places of birth,46.0,Yorkshire and the Humber
2013,15 to 44,Non-UK born,222.0,Yorkshire and the Humber
2013,15 to 44,UK born,84.0,Yorkshire and the Humber
2013,15 to 44,All places of birth,306.0,Yorkshire and the Humber
2013,45 to 64,Non-UK born,69.0,Yorkshire and the Humber
2013,45 to 64,UK born,38.0,Yorkshire and the Humber
2013,45 to 64,All places of birth,107.0,Yorkshire and the Humber
2013,65 and older,Non-UK born,47.0,Yorkshire and the Humber
